Tag;AVG_RH200_004;AVG_RH200_011;AVG_RH200_031;AVG_RH200_158;AVG_TA200_004;AVG_TA200_011;AVG_TA200_031;AVG_TA200_158;AVG_TB005_004;AVG_TB005_011;AVG_TB005_031;AVG_TB020_004;AVG_TB020_011;AVG_TB020_031;AVG_WV200_004;AVG_WV200_011;AVG_WV200_031;AVG_WV200_158;KWB_004;KWB_011;KWB_031;KWB_158;MAX_TA200max_004;MAX_TA200max_011;MAX_TA200max_031;MAX_TA200max_158;MIN_SS200_004;MIN_TA200min_004;MIN_TA200min_011;MIN_TA200min_031;MIN_TA200min_158;SUM_GS200_004;SUM_GS200_011;SUM_GS200_031;SUM_GS200_158;SUM_NN050_004;SUM_NN050_011;SUM_NN050_031;SUM_NN050_158;SUM_PAR200_004;SUM_PEN_004;SUM_PEN_011;SUM_PEN_031;SUM_PEN_158;SUM_SOH_004;SUM_SOH_011;SUM_SOH_031;SUM_SOH_158;SUM_UVA200_004;SUM_UVB200_004
07.03.2021;68,50;58,96;65,25;64,29;1,85;1,92;1,50;1,09;3,74;2,97;3,81;4,60;4,03;4,21;1,59;,59;,88;,47;-1,63;-1,25;-1,55;-1,17;9,90;9,90;12,10;9,40;3,30;-4,90;-5,80;-6,10;-6,90;4451,90;4451,90;4632,60;4512,30;,00;,00;,00;,00;510,40;1,63;1,25;1,55;1,17;12,36;12,43;13,16;12,55;145,90;403,30;
08.03.2021;73,87;71,43;70,27;73,85;3,06;2,53;1,57;2,23;4,03;3,10;3,84;4,52;3,85;4,08;1,91;,52;,91;,68;-1,43;-1,03;-1,24;-1,05;9,60;9,30;11,10;8,60;3,50;-3,60;-4,10;-6,00;-5,00;3829,90;3829,90;4225,55;3864,30;,00;,00;,00;,00;448,80;1,43;1,03;1,24;1,05;9,93;10,00;11,50;10,03;129,00;363,90;
09.03.2021;82,05;84,03;78,57;82,55;3,70;3,84;3,53;3,24;4,74;4,00;4,30;4,90;4,27;4,39;1,20;,55;1,22;,38;-1,03;-,85;-,87;-,42;8,90;9,10;10,10;9,10;3,40;-2,70;-1,90;-2,50;-3,00;2636,80;2636,80;2100,80;2200,20;,07;,08;,20;,40;348,90;1,10;,93;1,07;,82;5,50;5,54;3,64;3,92;106,40;320,40;
10.03.2021;77,48;77,63;75,29;76,15;6,93;7,08;6,92;7,07;6,18;5,36;5,28;5,82;5,22;5,09;1,89;1,68;1,70;,40;-1,23;-1,28;-1,36;-,89;10,90;11,50;12,70;11,30;4,00;1,90;2,20;1,90;2,00;2122,20;2122,20;1960,50;1886,20;,00;,00;,00;,00;289,40;1,23;1,28;1,36;,89;3,56;3,60;3,05;2,71;90,10;289,70;
11.03.2021;78,79;81,61;77,23;75,44;9,97;10,11;9,63;10,19;7,37;6,67;6,41;6,65;6,23;6,05;5,63;5,43;5,77;1,22;,19;-,01;1,20;-,93;14,30;16,30;16,50;16,50;4,00;7,30;7,00;4,90;6,90;1553,70;1553,70;1886,30;2499,90;1,91;1,87;3,38;,50;222,30;1,72;1,88;2,18;1,43;1,47;1,49;2,70;4,79;69,50;227,00;
12.03.2021;73,10;76,70;73,48;72,92;7,78;7,69;7,45;7,61;6,55;6,37;6,15;6,76;6,48;6,15;5,83;4,73;5,85;1,13;,78;3,73;,34;4,33;11,30;12,00;13,80;12,40;4,00;4,30;3,70;3,60;3,30;2353,90;2353,90;2975,60;3234,80;2,71;5,65;2,65;5,70;321,90;1,93;1,92;2,31;1,37;4,20;4,24;6,46;7,26;101,20;301,20;
13.03.2021;88,85;92,22;83,08;83,53;6,86;7,35;7,24;7,35;6,51;6,45;6,22;6,67;6,53;6,20;6,39;5,69;6,13;1,03;2,50;2,42;1,82;3,82;9,80;10,70;11,30;11,10;4,00;5,00;5,30;3,20;5,20;1753,80;1753,80;2126,50;2346,20;3,61;3,57;3,27;4,90;253,20;1,11;1,15;1,45;1,08;2,03;2,05;3,38;4,07;78,90;241,90;
14.03.2021;87,13;90,93;84,51;82,58;5,28;5,53;5,05;5,48;5,68;6,02;5,73;6,20;6,32;5,89;3,83;2,83;3,46;,95;,58;-,44;,53;-,67;8,20;9,30;10,20;9,50;4,00;3,60;3,30;2,10;3,20;2057,00;2057,00;2320,60;2576,80;1,60;,71;1,86;,40;276,40;1,02;1,15;1,33;1,07;3,00;3,03;3,97;4,77;82,90;235,20;
15.03.2021;85,10;87,22;81,15;82,35;6,04;6,40;6,03;6,20;5,95;6,19;6,02;6,17;6,35;5,95;4,12;2,95;2,63;2,22;-,17;,06;1,10;1,10;11,00;10,70;12,10;11,20;4,00;2,90;3,50;2,90;3,70;2559,30;2559,30;3125,90;3344,80;1,42;1,41;2,65;2,50;342,30;1,59;1,35;1,55;1,40;4,63;4,67;6,65;7,29;105,10;302,30;
16.03.2021;83,96;89,38;81,74;84,53;5,65;5,80;5,56;5,47;5,56;5,97;5,78;6,00;6,24;5,88;2,84;1,54;2,07;1,53;-,38;-,13;-,85;1,28;9,10;10,00;9,70;10,00;4,00;2,90;3,70;3,30;2,70;1665,90;1665,90;1649,00;1851,90;,89;,96;,36;2,40;241,60;1,27;1,09;1,21;1,12;1,51;1,54;1,50;2,13;77,90;246,90;
17.03.2021;88,62;91,35;84,90;88,43;4,56;4,49;3,83;4,19;6,00;6,02;5,92;6,19;6,33;5,98;2,55;,77;1,15;1,06;,61;,53;,23;1,81;8,90;8,10;9,80;7,70;4,00;,90;,40;-2,70;,70;2457,80;2457,80;2238,20;2124,60;1,67;1,46;1,20;2,70;327,50;1,06;,93;,97;,89;4,11;4,14;3,43;2,98;100,70;303,20;
18.03.2021;77,64;82,77;77,34;79,29;3,63;3,23;2,88;3,05;5,80;4,93;5,28;5,91;5,57;5,45;1,68;,56;,93;,49;-,11;-,90;-1,12;-,19;8,70;9,00;10,40;9,00;4,00;-1,60;-2,20;-4,20;-2,40;4333,30;4333,30;3898,80;3710,10;1,38;,41;,22;1,00;536,10;1,49;1,31;1,34;1,19;10,27;10,32;8,92;8,17;160,00;456,90;
19.03.2021;86,74;83,18;78,34;84,59;2,87;3,63;3,15;3,05;5,31;5,39;5,76;6,15;5,85;5,83;2,66;1,14;1,50;1,95;-,19;-,58;-,57;-,44;7,30;7,80;9,90;6,60;4,00;-1,10;-,70;-3,00;-1,20;2084,10;2084,10;3098,30;2391,10;1,01;,51;,78;,70;289,00;1,20;1,09;1,35;1,14;2,70;2,73;6,13;3,70;91,10;272,80;
20.03.2021;71,88;64,23;60,66;66,98;2,35;2,80;2,23;2,19;4,73;4,51;5,05;5,20;5,16;5,23;1,83;,47;1,01;,73;-1,60;-1,34;-1,59;-1,38;6,60;7,20;9,20;6,10;4,00;-2,80;-2,90;-4,10;-3,10;4743,80;4743,80;4893,60;4856,10;,00;,00;,00;,00;583,90;1,60;1,34;1,59;1,38;11,35;11,41;11,96;11,70;174,30;519,40;
21.03.2021;70,01;68,86;69,42;69,50;5,60;6,14;6,01;5,79;5,30;5,56;5,82;5,69;5,77;5,78;3,21;1,97;1,91;1,99;-1,60;-1,47;-1,63;-1,43;10,10;10,50;11,70;9,90;4,00;2,60;3,30;3,00;2,80;1835,70;1835,70;2325,80;2144,90;,00;,00;,00;,00;251,00;1,60;1,47;1,63;1,43;1,74;1,77;3,39;2,74;77,10;249,70;
22.03.2021;77,58;77,30;73,14;76,31;5,79;6,19;6,09;5,86;5,19;5,83;6,01;5,64;6,02;6,00;3,14;1,60;1,45;1,75;-1,19;-1,06;-1,17;-1,16;7,80;8,30;9,20;8,00;4,00;4,10;4,40;4,20;4,20;1216,30;1216,30;1516,20;1701,60;,00;,00;,00;,00;182,80;1,19;1,06;1,17;1,16;,00;,00;,68;1,24;59,40;203,90;
23.03.2021;78,18;77,30;71,17;76,85;6,18;6,32;6,18;6,03;6,71;6,73;6,75;6,26;6,58;6,52;1,04;,29;,98;,35;-1,19;-1,02;-1,44;-1,06;10,30;10,30;12,40;10,60;4,00;-,50;-,20;,40;-,10;2321,20;2321,20;2866,60;2426,20;,00;,00;,00;,00;328,90;1,19;1,02;1,44;1,06;3,17;3,20;4,98;3,50;103,90;340,80;
24.03.2021;76,48;73,95;70,83;74,34;6,06;6,25;6,17;6,57;7,30;6,12;6,77;6,63;6,34;6,60;1,19;,73;,96;,34;-2,18;-2,01;-2,16;-1,79;15,50;15,70;17,80;15,80;4,00;-2,60;-2,80;-3,20;-2,80;5420,90;5420,90;5287,50;5350,20;,00;,00;,00;,00;652,90;2,18;2,01;2,16;1,79;12,97;13,03;12,66;12,72;192,90;584,80;
25.03.2021;71,97;73,60;69,36;67,31;9,42;8,59;8,52;9,82;8,07;7,00;7,25;7,52;6,92;7,08;2,22;1,32;2,09;,70;-2,41;-2,22;-2,60;-1,98;17,20;18,00;18,80;18,10;4,00;1,30;-,50;-,60;2,40;4238,80;4238,80;4145,70;4368,70;,00;,00;,00;,00;532,10;2,41;2,22;2,60;1,98;9,09;9,13;8,88;9,48;159,10;489,20;
26.03.2021;71,85;72,66;67,15;67,82;10,62;10,88;11,13;11,42;9,45;8,31;8,78;8,34;7,88;8,18;2,06;1,57;1,51;,53;-2,56;-2,50;-2,59;-2,03;17,50;18,00;20,20;17,90;4,00;2,40;4,60;4,50;4,60;4950,10;4950,10;4502,50;4768,90;,00;,00;,00;,00;604,40;2,56;2,50;2,59;2,03;11,21;11,26;9,89;10,62;181,20;553,50;
27.03.2021;71,90;77,38;70,66;70,31;8,57;8,21;8,10;8,63;8,54;7,93;8,53;8,65;8,17;8,51;4,68;3,72;5,03;1,53;-,28;-1,14;-2,23;-1,78;11,10;11,50;12,60;12,30;4,00;4,50;5,20;3,60;5,40;3490,80;3490,80;3950,10;4264,90;1,87;,86;,27;,20;448,60;2,15;2,00;2,50;1,98;6,53;6,56;8,04;8,93;137,80;430,60;
28.03.2021;61,58;68,01;65,85;60,99;10,85;10,31;10,02;11,09;9,61;8,42;8,78;8,61;8,13;8,41;2,67;1,32;2,40;,57;-3,01;-2,50;-2,96;-2,10;16,90;16,90;18,10;17,40;4,00;5,20;4,30;3,80;4,70;5265,50;5265,50;5011,10;4791,40;,00;,00;,00;,00;654,40;3,01;2,50;2,96;2,10;11,93;11,99;11,24;10,44;197,70;602,50;
29.03.2021;57,38;57,79;53,66;55,94;13,02;12,50;12,45;12,93;11,11;9,30;9,65;9,67;8,85;9,13;1,74;,90;1,58;,40;-3,49;-2,92;-3,67;-2,46;22,20;22,40;24,80;22,50;4,00;3,90;4,00;3,70;4,50;5738,80;5738,80;5667,20;5667,90;,00;,00;,00;,00;708,90;3,49;2,92;3,67;2,46;13,26;13,32;13,15;13,02;212,30;635,70;
30.03.2021;58,46;56,21;55,97;63,79;12,60;12,53;11,73;11,76;11,85;9,79;10,31;10,43;9,45;9,76;,75;,14;,68;,25;-2,93;-2,22;-2,90;-2,41;24,60;24,00;25,80;23,10;,00;1,60;1,50;-,30;1,50;5779,10;5779,10;5784,10;5839,30;,00;,00;,00;,00;698,60;2,93;2,22;2,90;2,41;13,25;13,31;13,37;13,41;209,20;624,10;
31.03.2021;59,12;54,63;57,41;61,91;14,43;14,40;13,41;13,78;13,05;10,80;11,13;11,35;10,26;10,50;,99;,32;,73;,34;-3,18;-2,50;-2,95;-2,55;25,40;25,50;26,20;25,60;4,00;3,10;3,20;2,40;2,80;5733,30;5733,30;5658,10;5692,30;,00;,00;,00;,00;704,00;3,18;2,50;2,95;2,55;12,98;13,03;12,85;12,83;209,80;623,00;
01.04.2021;61,48;49,39;59,35;64,25;15,41;15,58;14,59;14,93;13,78;11,90;11,94;12,18;11,23;11,26;2,27;,85;1,20;1,17;-3,74;-2,99;-3,30;-3,07;24,20;25,10;26,00;24,50;4,00;5,50;5,30;4,10;5,10;5127,60;5127,60;5112,80;5026,30;,00;,00;,00;,00;619,20;3,74;2,99;3,30;3,07;10,82;10,86;10,86;10,50;178,70;539,00;
02.04.2021;66,88;53,75;63,28;66,98;9,10;9,36;8,53;8,61;12,16;11,21;11,28;11,97;11,37;11,17;4,40;1,75;1,60;2,63;-2,81;-2,82;-2,39;-2,39;13,40;14,50;15,70;13,20;4,00;3,60;3,70;1,80;3,20;5742,10;5742,10;4457,90;4750,50;,00;,00;,00;,00;690,90;2,81;2,82;2,39;2,39;12,52;12,57;8,80;9,58;206,80;628,70;
03.04.2021;58,97;45,60;55,32;58,65;8,14;8,64;7,98;7,78;10,75;10,19;10,86;10,85;10,58;10,67;2,76;1,17;1,71;1,69;-2,85;-2,49;-2,81;-2,52;13,50;13,70;15,10;12,40;4,00;2,80;2,90;,60;3,00;5036,70;5036,70;5867,30;5433,90;,00;,00;,00;,00;619,60;2,85;2,49;2,81;2,52;10,33;10,37;12,86;11,47;189,50;578,40;
04.04.2021;67,30;54,12;64,11;69,08;7,12;7,15;5,54;6,17;10,45;9,36;9,78;10,25;9,93;9,94;1,43;,70;,91;,60;-2,44;-2,32;-2,11;-2,19;13,80;14,10;14,30;13,30;4,00;-,40;,70;-1,60;-,90;5908,40;5908,40;5080,70;6055,30;,00;,00;,00;,00;714,10;2,44;2,32;2,11;2,19;12,76;12,81;10,43;13,17;213,30;649,10;
05.04.2021;78,74;68,85;76,41;76,47;4,38;4,16;3,31;4,01;7,23;7,59;7,93;9,30;9,08;8,74;3,56;2,55;3,03;1,42;-,28;-,46;,13;,02;8,60;8,80;8,50;8,80;4,00;,00;-,60;-3,20;-1,70;1145,20;1145,20;1475,40;1640,30;,94;,90;1,40;1,10;164,30;1,22;1,36;1,27;1,08;,00;,00;,00;,27;50,10;155,80;
06.04.2021;72,61;59,55;67,19;68,46;2,29;3,09;2,90;2,90;4,80;5,90;6,65;6,80;7,23;7,14;4,00;2,75;3,46;1,86;-1,69;-2,17;-2,35;-2,02;7,30;9,30;10,80;9,60;4,00;-1,20;-2,20;-3,10;-2,10;3130,40;3130,40;4314,00;4575,90;,00;,00;,00;,00;410,90;1,69;2,17;2,35;2,02;4,52;4,55;8,00;8,67;127,70;363,80;
07.04.2021;72,72;60,94;68,48;69,53;2,68;3,65;3,38;3,20;4,73;5,87;6,32;6,31;6,96;6,83;4,24;3,47;4,74;1,98;-1,33;-1,76;-1,60;-1,71;5,40;7,00;5,80;5,70;4,00;,20;1,30;,70;1,10;1595,00;1595,00;1851,30;4399,90;,00;,00;,00;,00;232,80;1,33;1,76;1,60;1,71;,05;,06;,81;8,07;74,70;225,80;
08.04.2021;60,52;50,60;59,47;59,41;4,83;4,96;4,20;5,05;7,12;6,74;6,93;6,74;7,03;6,91;1,88;,93;1,54;,43;-2,37;-2,21;-2,25;-1,85;11,00;11,30;11,40;11,50;4,00;-,80;-,70;-2,00;-,70;5223,40;5223,40;4848,90;4794,70;,00;,00;,00;,00;644,70;2,37;2,21;2,25;1,85;10,34;10,38;9,35;9,11;194,80;578,70;
09.04.2021;61,31;50,90;57,53;55,08;9,06;9,10;8,62;10,13;8,33;7,55;7,88;7,65;7,61;7,63;2,88;2,01;1,98;,58;-3,15;-3,28;-3,31;-2,36;17,80;18,20;19,50;18,50;4,00;-1,30;-1,40;-2,50;1,00;4828,00;4828,00;5416,90;5026,70;,00;,00;,00;,00;602,60;3,15;3,28;3,31;2,36;9,12;9,16;10,87;9,67;182,70;545,40;
10.04.2021;64,78;59,94;76,70;67,18;12,03;11,94;10,61;11,92;10,39;9,21;8,98;9,25;8,94;8,81;2,99;2,09;1,90;,44;-2,39;-2,23;-,44;-1,20;15,30;15,20;13,70;15,40;4,00;9,30;9,10;7,80;9,00;1995,80;1995,80;930,50;1371,90;,00;,00;,98;,00;291,00;2,39;2,23;1,42;1,20;1,05;1,06;,00;,00;92,40;290,30;
11.04.2021;80,82;76,02;82,23;83,62;9,68;9,25;8,42;9,31;10,35;9,40;9,10;9,85;9,40;9,05;3,42;1,57;1,67;1,27;4,69;6,46;4,32;8,74;18,10;17,40;16,80;17,60;4,00;3,90;4,20;3,70;4,00;2575,00;2575,00;2012,80;1634,40;6,92;8,46;7,02;10,20;347,00;2,23;2,00;2,70;1,46;2,62;2,64;1,07;,00;106,90;323,30;
12.04.2021;78,91;68,60;76,04;78,88;5,23;5,44;4,54;5,00;8,50;8,26;8,42;8,95;8,78;8,56;2,62;1,35;1,52;1,53;-1,28;-1,89;-1,89;-1,99;9,50;10,40;10,50;10,50;4,00;,10;,40;-1,70;-,70;4094,30;4094,30;4221,30;4854,20;,65;,09;,00;,00;530,50;1,93;1,98;1,89;1,99;6,81;6,84;7,22;8,91;165,30;498,20;
13.04.2021;74,91;61,10;69,23;75,44;4,67;4,66;3,40;3,73;7,93;7,45;7,68;8,31;8,13;7,89;2,51;,79;,95;1,00;-2,41;-2,21;-2,13;-2,09;10,70;10,10;11,00;10,40;4,00;-1,00;-1,50;-3,40;-3,00;6000,10;6000,10;5596,80;5766,70;,00;,00;,00;,00;712,40;2,41;2,21;2,13;2,09;12,02;12,07;10,98;11,36;211,90;602,80;
14.04.2021;71,25;58,20;66,62;71,12;4,51;4,78;3,50;4,10;7,30;7,39;7,94;7,98;7,98;7,98;2,61;,86;1,13;1,18;-2,40;-2,04;-2,22;-2,00;11,00;10,90;11,30;10,20;4,00;-1,50;-1,80;-3,60;-2,40;4600,90;4600,90;5634,50;4819,60;,00;,00;,00;,00;572,20;2,40;2,04;2,22;2,00;8,06;8,09;10,99;8,65;174,50;494,80;
15.04.2021;69,95;55,24;64,82;69,89;5,17;5,80;4,41;4,73;7,69;7,78;8,00;7,86;8,05;8,05;2,58;,85;1,22;1,30;-2,41;-2,31;-2,37;-2,21;10,70;11,80;12,20;10,60;4,00;-1,10;-,50;-3,00;-1,10;5468,40;5468,40;5786,60;5546,90;,00;,00;,00;,00;663,80;2,41;2,31;2,37;2,21;10,37;10,40;11,32;10,57;200,70;569,30;
16.04.2021;72,18;59,66;67,41;73,31;5,42;5,94;5,29;5,04;7,25;7,88;8,03;7,82;8,29;8,10;1,96;,46;1,28;,94;-1,56;-1,39;-1,77;-1,47;8,50;9,60;11,50;8,20;4,00;1,10;,90;-,80;,20;2672,00;2672,00;3336,20;3190,70;,00;,00;,00;,00;367,30;1,56;1,39;1,77;1,47;2,62;2,64;4,48;4,03;117,90;362,40;
17.04.2021;68,53;54,65;62,58;69,76;7,94;8,00;7,45;7,10;9,51;8,96;9,18;8,53;8,76;8,80;2,73;,68;1,38;1,48;-2,70;-2,37;-2,51;-2,42;13,40;13,70;14,00;12,50;4,00;1,40;,90;,30;,10;5364,20;5364,20;5199,10;5660,90;,00;,00;,00;,00;665,60;2,70;2,37;2,51;2,42;9,91;9,94;9,52;10,70;202,60;611,60;
18.04.2021;77,66;65,38;73,91;77,02;8,65;9,09;8,17;8,79;10,12;9,85;9,71;9,47;9,63;9,45;1,54;,53;,80;,68;-1,67;-1,65;-1,25;-1,51;12,60;13,10;13,10;12,70;4,00;3,90;4,90;3,80;4,30;2935,30;2935,30;2785,50;2812,10;,00;,00;,33;,00;393,50;1,67;1,65;1,58;1,51;3,23;3,25;2,85;2,89;122,10;376,90;
19.04.2021;91,90;75,59;81,74;89,00;8,65;9,51;9,16;9,00;10,07;10,43;10,66;9,66;10,16;10,11;,89;,24;,75;,41;1,29;-,66;-,65;-1,04;13,50;14,80;16,60;14,50;,00;2,90;3,70;2,70;3,20;1605,00;1605,00;3511,80;2982,20;2,46;,50;1,24;,50;235,90;1,17;1,16;1,89;1,54;,00;,00;4,77;3,30;76,30;242,30;
20.04.2021;78,58;62,84;72,37;80,04;9,27;9,97;8,85;8,71;11,80;10,95;11,30;10,15;10,39;10,63;,51;,17;,82;,20;-2,68;-2,50;-2,96;-2,72;18,00;18,50;19,20;17,50;4,00;1,20;1,00;,60;,20;5993,60;5993,60;6252,90;6695,20;,00;,00;,00;,00;756,50;2,68;2,50;2,96;2,72;11,36;11,40;12,13;13,23;229,50;703,60;
21.04.2021;70,89;55,83;68,91;72,46;11,76;12,03;10,51;10,88;13,24;11,86;11,83;11,53;11,38;11,38;1,20;,35;,87;,58;-3,21;-2,84;-2,69;-2,64;19,90;20,30;21,40;19,80;4,00;2,30;2,60;1,70;1,80;6226,80;6226,80;5825,70;5375,90;,00;,00;,37;,00;770,90;3,21;2,84;3,06;2,64;11,90;11,94;10,89;9,60;233,80;737,70;
22.04.2021;60,80;47,20;57,24;61,01;9,83;10,23;9,30;9,31;13,20;12,18;11,98;12,16;11,88;11,55;3,46;,99;1,44;1,82;-3,81;-3,40;-3,49;-3,34;15,20;15,90;17,10;14,80;4,00;5,40;5,90;2,40;5,00;7061,90;7061,90;7057,20;6819,20;,00;,00;,00;,00;852,40;3,81;3,40;3,49;3,34;14,04;14,09;14,11;13,38;261,50;812,10;
23.04.2021;61,21;45,93;58,17;62,75;9,73;9,66;8,29;8,71;13,06;12,04;11,90;11,97;11,86;11,52;2,28;,53;1,00;1,02;-3,83;-3,28;-3,48;-3,31;17,10;17,20;18,40;16,60;4,00;1,70;1,40;-,90;,20;7467,40;7467,40;7453,50;7413,30;,00;,00;,00;,00;893,80;3,83;3,28;3,48;3,31;15,03;15,08;15,08;14,87;272,10;854,70;
24.04.2021;58,77;44,56;55,65;60,38;11,16;11,66;10,49;10,46;13,65;12,55;12,25;12,35;12,23;11,81;2,72;,92;1,35;1,47;-4,22;-3,67;-3,78;-3,59;18,70;18,70;19,80;18,10;4,00;3,00;3,40;1,90;1,60;7367,50;7367,50;7289,20;7276,40;,00;,00;,00;,00;893,70;4,22;3,67;3,78;3,59;14,67;14,72;14,55;14,42;273,30;895,20;
25.04.2021;57,70;41,20;52,72;57,43;10,28;10,85;9,55;9,62;13,86;12,98;12,52;12,77;12,71;12,13;3,67;1,11;1,75;2,00;-4,31;-3,86;-4,00;-3,79;16,40;16,70;17,60;15,40;4,00;4,20;5,40;2,30;3,80;7605,40;7605,40;7604,50;7553,50;,00;,00;,00;,00;911,20;4,31;3,86;4,00;3,79;15,21;15,26;15,30;15,06;278,30;902,50;
26.04.2021;54,01;37,67;46,87;53,23;9,61;10,25;9,02;8,90;13,97;12,80;12,29;12,77;12,73;12,00;2,05;,83;1,48;1,15;-4,04;-3,62;-4,03;-3,54;17,60;17,50;18,40;16,30;4,00;1,10;1,70;,50;,70;7616,80;7616,80;7749,70;7605,70;,00;,00;,00;,00;913,50;4,04;3,62;4,03;3,54;15,15;15,20;15,59;15,11;277,60;847,40;
27.04.2021;53,60;35,89;44,76;51,25;10,13;10,83;9,86;10,00;14,38;13,15;12,46;13,06;12,93;12,09;1,42;,46;1,25;,73;-3,82;-3,29;-3,85;-3,40;19,00;19,30;19,90;18,90;4,00;1,60;2,60;1,20;1,40;7321,10;7321,10;7274,30;7310,20;,00;,00;,00;,00;889,50;3,82;3,29;3,85;3,40;14,29;14,33;14,24;14,25;270,70;823,40;
28.04.2021;62,52;49,42;58,03;63,85;12,21;12,79;11,95;11,98;15,15;13,72;13,02;13,64;13,42;12,58;2,00;,70;1,21;,67;1,31;3,59;2,90;4,12;23,10;22,70;22,40;22,00;4,00;3,60;3,60;3,40;1,80;6094,80;6094,80;6117,20;6072,80;5,45;6,97;6,54;7,30;752,60;4,14;3,38;3,64;3,18;11,00;11,03;11,12;10,93;232,80;726,70;
29.04.2021;76,64;64,43;71,33;73,81;12,23;12,63;12,30;12,50;14,38;13,82;13,29;13,90;13,79;13,03;3,24;2,51;3,30;1,40;-1,50;-2,73;-2,98;-1,50;16,90;18,20;20,60;18,80;4,00;5,50;4,70;2,90;4,50;4758,90;4758,90;6149,40;5605,50;1,57;,76;1,16;1,60;612,90;3,07;3,49;4,14;3,10;7,45;7,47;11,14;9,64;189,80;571,40;
30.04.2021;78,84;67,70;73,60;77,81;7,00;7,00;6,41;6,75;10,51;10,89;10,84;11,83;12,16;11,38;1,33;,45;,86;,33;-1,24;-1,32;-1,43;-1,18;10,00;10,70;10,70;10,60;4,00;1,10;1,50;-,10;,80;2128,70;2128,70;2440,40;2045,90;,13;,00;,00;,00;312,40;1,37;1,32;1,43;1,18;,56;,57;1,39;,34;99,70;319,30;
01.05.2021;74,00;61,53;66,15;72,95;9,18;9,78;9,20;9,58;11,08;11,33;11,26;11,10;11,57;11,13;1,52;,41;,91;,71;-2,09;-1,96;-2,25;-2,01;14,20;15,10;16,10;14,40;4,00;2,20;2,50;,90;2,50;3713,90;3713,90;4139,40;3815,90;,00;,00;,00;,00;505,20;2,09;1,96;2,25;2,01;4,64;4,66;5,72;4,88;157,20;504,30;
02.05.2021;58,20;46,72;53,68;59,32;10,26;10,47;9,59;10,07;12,35;12,24;12,38;11,85;12,31;12,08;2,77;1,47;1,68;1,91;-3,15;-3,05;-3,30;-2,91;14,30;14,60;14,90;14,70;4,00;5,20;4,40;1,20;3,60;5087,40;5087,40;6535,10;5073,30;,00;,00;,00;,00;650,30;3,15;3,05;3,30;2,91;7,96;7,98;11,56;7,92;205,70;640,70;
03.05.2021;63,19;53,60;58,55;62,21;9,58;9,47;8,84;9,52;12,22;11,70;11,48;11,79;12,06;11,66;1,71;1,08;1,94;,43;-2,92;-2,82;-3,35;-2,40;16,00;16,30;17,90;15,90;4,00;3,50;1,20;-,30;,90;5019,40;5019,40;5598,20;5087,70;,00;,00;,00;,00;639,20;2,92;2,82;3,35;2,40;7,74;7,76;9,20;7,90;199,80;613,00;
04.05.2021;71,00;60,98;68,18;67,33;10,77;10,98;10,37;10,99;11,77;10,80;10,56;11,80;11,57;11,00;5,71;5,09;5,55;1,16;-2,99;-3,56;-2,50;-1,91;15,70;14,00;14,50;14,20;4,00;6,40;7,40;4,70;8,30;3786,50;3786,50;1547,70;3980,50;,45;,00;,35;,50;528,80;3,44;3,56;2,85;2,41;4,69;4,70;,00;5,15;164,60;542,20;
05.05.2021;75,08;63,42;72,20;70,09;8,99;9,35;8,72;9,35;11,49;11,06;10,34;11,57;11,42;10,62;4,48;3,23;4,28;1,66;-1,09;-3,34;-1,47;-2,25;13,40;13,90;15,30;14,90;4,00;5,40;5,70;3,30;6,30;5541,60;5541,60;4797,70;6608,90;1,83;,00;1,62;1,00;695,50;2,92;3,34;3,09;3,25;8,91;8,93;7,14;11,49;216,60;665,50;
06.05.2021;92,22;81,25;86,94;89,21;7,55;7,65;7,10;7,42;9,84;9,64;9,56;10,68;10,65;9,94;2,53;1,80;1,91;,39;1,87;3,82;5,70;5,30;10,20;11,00;11,80;11,30;4,00;5,00;4,60;2,70;4,60;1711,50;1711,50;2080,90;1411,40;3,05;5,15;7,09;6,30;262,90;1,18;1,33;1,39;1,00;,00;,00;,49;,00;86,40;289,80;
07.05.2021;71,88;63,03;69,35;73,49;9,25;9,30;8,51;8,95;11,83;10,95;10,54;11,08;10,87;10,42;2,71;1,67;2,18;1,78;-3,17;-3,22;-2,81;-2,82;13,90;13,40;13,90;13,40;4,00;3,00;3,60;2,10;3,60;6490,90;6490,90;7005,50;6799,80;,00;,00;,49;,20;805,10;3,17;3,22;3,30;3,02;11,10;11,13;12,41;11,84;247,60;750,90;
08.05.2021;67,79;58,21;62,25;61,90;10,15;10,87;10,00;11,40;11,31;10,62;10,58;11,16;10,93;10,51;1,60;1,33;1,11;,48;-2,92;-3,01;-2,94;-2,46;18,00;18,40;19,00;18,60;4,00;,40;1,40;,00;1,70;4879,00;4879,00;5211,70;4609,30;,00;,00;,00;,00;639,00;2,92;3,01;2,94;2,46;7,16;7,18;8,01;6,51;200,20;671,60;
09.05.2021;59,66;52,52;58,11;62,02;19,26;18,90;18,26;18,60;16,05;13,77;14,18;13,01;12,38;12,89;1,97;1,37;1,25;,60;-5,65;-5,09;-4,91;-4,10;30,40;28,90;30,50;29,90;4,00;6,50;6,40;4,80;6,20;7418,60;7418,60;7077,10;6565,60;,00;,00;,00;,00;949,30;5,65;5,09;4,91;4,10;13,23;13,26;12,46;11,16;294,80;947,20;
